 DÉCADA 2000-2009,,,,,,,,,,,,,,,,,,,,,,,,,
,TITULO,,,,,,,,MENCIÓN DE RESPONSABILIDADES,,,,,,,,,SONIDO,,MÚSICA,,,,,
MXIM-AV-1-12-340,Pic-nic,,,,,,2008,01:16:54,,,Eloy Enciso,"Eloy Enciso; Mauro Herce, Helena Arroyo",,,Mauro Herce,,Elena Arroyp,,Carlos Lidón,,,,,,
MXIM-AV-1-12-341,Falamos de António Campos,,,,,Portugal,2009,01:00:00,,Catarina Alves Costa,,,,,Pedro Palva,Carlos Isaac,Pedro Duarte,Oliver Blanc,Tiago Matos,,,,,,
MXIM-AV-1-12-342,Gandhi's Children,,,,,Australia,2008,01:25:00,,David MacDougall,,,,,,,,,,,,,,,
MXIM-AV-1-12-343,Obras Documentais de Jean Rouch ,,,,,,2008,,,,,,,,,,,,,,,,,,
MXIM-AV-1-12-344,Some Alien Creatures,O olhar de Ulisses,,,,Australia,2005,01:14:00,,David MacDougall,,,,,,,,,,,,,,,
MXIM-AV-1-12-345,O ´parque,,,,,Portugal,,00:01:50,,,,,,,Guilherme Fernández,,Isabel Castro,"Isabel Castro, Guilherme Fernández",,,,,,,
MXIM-AV-1-12-346,Memórias do Cativeiro,,,Coletầnea LABHOI UFF,,Brasil,2005,00:42:00,"Carlos Eduardo Costa, Fernanda Thomaz, Thiango Campos Pessoa",,"Hebe Mattos, Martha Abreu",,,,Dirección de fotografía: Guilherme Fernández,,Isabel Castro,,,,,,,,Pesquesa de imagens: Thiango Campos Pessoa
MXIM-AV-1-12-347,"Jongos, Calangos e Folias","Música Negra, memória e poesia",,Coletầnea LABHOI UFF,,Brasil,2007,00:45:50,"Coordinadora de investigación: Carolina Vianna, Carlos Eduardo Costa, Thiago Campos Pessoa. Pesquisadores: Camila Marques, Camila Mendoza, Edmilson Santos, Eric Brasil, Gilciano Menezes, Liliane Brito, Luana Oliveira, Luciana Leonardo",,"Hebe Mattos, Martha Abreu",,,,,,Isabel Castro,Helio Leite,,,,,,,
MXIM-AV-1-12-348,Versos e Cacetes,O jogo do pau na cultura afro-fluminense,,Coletầnea LABHOI UFF,,Brasil,2009,00:37:00,"Asistente de investigación: Luana Oliveira, Edmilson Santos, Paulo Rogério da Silva",,Matthias Röhrig Assunção & Hebe Mattos,,,,,,Isabel Castro,"Helio Leite, Luiz Paulo Gomes Neves",,,,,,,
MXIM-AV-1-12-349,Rostros de la Antropología,Alfonso Soto Soria,,,,México,2009,00:24:16,Carlos Vazquez,Omar Ramirez,Alfonso de María y Campos,,,,,,,,,,,,,,
MXIM-AV-1-12-350,La banda del automóvil gris,,,,,México,2004,01:00:00,Asesor del la investigación Dr. Angel Miquel,"Alejandra Islas, Alejandro Quesnel",,Alejandra Islas,,,Alejandro Quesnel,,Alejandro Quesnel,,Alberto Ennis,"Alejandro Herrera. Letra corrido: Alejandra Islas, Alejandro Herrera",Humberto Cruz,,,,"Entrevistas: Rafael Aviña, Dr. Eduardo de la Vega, Sra. Lourdes Rosas.                                                                                                              Investigación Iconográfica: Ramón Aupart"
MXIM-AV-1-12-351,Mujeres de Pozuelos y El Pinar: existencias tzotziles al borde de una decisión cultural,,,,,México,2005,00:46:00,Pablo Chávez Hernández,Pablo Chávez Hernández,,"Pablo Chávez Hernández (Chiapas), Jaime Suaste (Pátzcuaro,, Michoacán)",,,"Pablo Chávez Hernández (Chiapas), Jaime Suaste (Pátzcuaro,, Michoacán)",,,,,,,Jorge Martínez Ruiz,,,
MXIM-AV-1-12-352,El conocimiento hidráulico: una tradición milenaria en el México prehispánico,,,,,México,2008,00:27:00,"Daniel Murillo, José Luis Martínez",José Luis Martínez,,"Daniel Murillo, José Luis Martínez, Jorge Martínez",,,José Luis Martínez,"Daniel Murillo, Pablo Chávez","José Luis Martínez, José Peguero, Pavel Aguilar",,Macario Producciones,,Eblen Macari,Jorge Martínez,,Guillermo Velázquez,
MXIM-AV-1-12-353,Historia Audiovisual de la Universidad Autónoma de la Ciudad de México,,,,,México,2002,00:13:30,,Carlos Amaury Pesina ,,Carlos Amaury Pesina ,,,Carlos Amaury Pesina y Karlo Israel Miranda,,Carlos Amaury Pesina y Azdruval Vélez,,"Jsé O. Muñíz, Lilia Rubio, Jaime Castro",,,,,,
